company,ticker,sector,region,date,revenue,gross_profit,operating_income,net_income,assets,liabilities,equity,debt,customers,orders,marketing_spend,cac,arpu,channel,conversion_rate,share_price,market_cap,shares_outstanding
Quantum Dynamics,QDYN,Technology,North America,2022-04-30,75644153.19618067,31948191.75193666,19003238.84412282,12613869.752826972,751964940.2613558,589785632.6706849,162179307.59067082,438809360.4920256,177304,792101,13296132.761741055,749.9059672506573,426.6337434068182,Partners,0.10813567840427678,2031.5169295270352,3361890442.9763184,1654867.0572777418
Quantum Dynamics,QDYN,Technology,North America,2022-05-31,73688432.94858742,53432943.744433105,36275595.10226834,28868130.15962746,757048969.968611,369538156.8240814,387510813.1445296,163243613.2007905,184351,596120,8373459.909985999,454.212882489707,399.7161121673466,Partners,0.05623535406267379,1347.453936188405,6616088567.648711,4910066.600394443
Quantum Dynamics,QDYN,Technology,North America,2022-06-30,71932939.61081053,50093347.04035471,30400547.321843065,22704256.769376528,734398023.2899971,470396411.50826013,264001611.78173697,244019660.50628778,312615,909978,4491039.446184775,143.6603952524599,230.1003017924112,Direct,0.04130341739272337,697.1297791207959,6740549824.600446,9669002.854965502
Quantum Dynamics,QDYN,Technology,North America,2022-07-31,75531934.09943102,60212994.25718759,19841303.128601372,13217408.788065048,890152737.1967074,499864310.06388956,390288427.1328178,357252682.0288732,208027,586254,10886698.037242794,523.3310117072684,363.08691004307775,Partners,0.06378825639309078,512.0735849953904,3909121793.4883986,7633906.352587173
Quantum Dynamics,QDYN,Technology,North America,2022-08-31,82762244.86390091,46165501.82578143,15821029.490484951,9503661.080421729,512112852.6023203,319263535.62834984,192849316.97397047,189685382.77399614,540126,1114685,8611557.593927661,159.43608702279948,153.22763556722737,Enterprise,0.1480695042271444,399.8350864361895,2912181029.8798966,7283455.426177707
Quantum Dynamics,QDYN,Technology,North America,2022-09-30,82897086.73123997,63364118.62002811,39856974.55799825,31285332.572778676,835605664.8621589,506968305.77688617,328637359.0852727,308805304.06637233,176478,787842,4707128.739211615,266.726092726097,469.72781750930596,Online,0.06757571632195167,1169.0322734072977,9350411763.462574,7998420.55361703
Quantum Dynamics,QDYN,Technology,North America,2022-10-31,88794879.54992844,62141437.76381756,28410803.083367962,21272567.96116409,797695041.3103243,264640048.1573425,533054993.1529818,110728289.67515303,805516,849567,5443468.780545324,67.5774134907975,110.23345346028493,Enterprise,0.12380614127821084,528.9010323511388,5287666417.497556,9997459.059575176
Quantum Dynamics,QDYN,Technology,North America,2022-11-30,91538536.19824669,41344639.99897447,28181350.504757803,19215521.204545006,604200075.0875652,384180824.5034633,220019250.58410186,272408838.3353801,433476,630373,13798150.90109389,318.3140681628023,211.17322311477824,Partners,0.07666949755046197,634.5642863054253,5382592192.521128,8482343.410562512
Quantum Dynamics,QDYN,Technology,North America,2022-12-31,88480584.0970695,38521198.13577844,23757068.19339503,16083220.840515824,739726153.3720082,377458502.9652116,362267650.40679663,299073255.30244994,261999,1105682,16410729.184792662,626.3661000535369,337.71261063840905,Enterprise,0.01203625319350347,881.6313244324876,3663432088.6344023,4155288.029259373
Quantum Dynamics,QDYN,Technology,North America,2023-01-31,91407491.71139954,55355992.67260858,33958753.97424911,21019206.622658227,855081152.8209565,625219822.9593481,229861329.8616084,546917487.2934797,786753,3702735,11317841.982676862,143.85508517510402,116.18306641806707,Enterprise,0.01927303689926122,3300.1802410849646,4662334248.062295,1412751.3976416965
Quantum Dynamics,QDYN,Technology,North America,2023-02-28,98941947.4729491,62517456.3368601,27296702.139455955,18048006.90666909,813385336.9808962,481835689.16549826,331549647.815398,289173806.639885,271855,467663,15284079.096588211,562.2143825417304,363.9504081636193,Direct,0.13555037738684164,738.901922925774,3890802429.375387,5265654.762365852
Quantum Dynamics,QDYN,Technology,North America,2023-03-31,99513341.94747409,43336171.008338936,15092009.998403907,9632228.331462592,641297414.8624367,309191884.5599459,332105530.3024908,201503021.1717973,275906,319291,16908467.15482404,612.8343404936478,360.67767288321437,Direct,0.1062898603934516,392.93479662737803,2202365397.6778603,5604913.121925351
Quantum Dynamics,QDYN,Technology,North America,2023-04-30,101364163.4060166,75751511.48207879,25286369.875725277,17174083.289835043,1206618624.0556793,685715720.6878954,520902903.3677839,591101268.6711903,648720,2620713,13145904.47496992,202.64373651143669,156.25243990283195,Partners,0.1146459313387259,3433.873796141925,4567563198.623162,1330148.8260153811
Quantum Dynamics,QDYN,Technology,North America,2023-05-31,121687074.2282076,53891409.0909189,25812095.884403292,17030438.3276294,814974054.3586897,354205340.0753319,460768714.28335774,208500168.67888772,2061373,4717074,9943927.109829646,48.239339070753545,59.03203899997686,Partners,0.08494697896217328,1304.1877224940756,4041609548.140462,3098947.703948211
Quantum Dynamics,QDYN,Technology,North America,2023-06-30,134163497.47740693,88484735.58965993,43519698.86380126,29387105.127245184,1362800249.6196296,788885724.5162259,573914525.1034037,546909005.4698867,441318,1109954,13499131.990610454,305.8821981113495,304.00634413518856,Enterprise,0.10042841378642416,1432.227307619431,8789585778.511282,6137004.7420202065
Quantum Dynamics,QDYN,Technology,North America,2023-07-31,137984320.86905518,63630594.15121345,25349352.802639645,13896627.047190556,870124873.1172366,385071660.6782064,485053212.43903023,187409293.4002338,304235,401874,17755368.225143164,583.6070217148969,453.5444410818913,Enterprise,0.107574604731299,653.7795669394122,6521647191.778728,9975299.812915549
Quantum Dynamics,QDYN,Technology,North America,2023-08-31,142762073.93889362,57407485.53764207,39612707.283293806,25638319.9643705,1436225391.6668568,1020338662.8920103,415886728.77484643,774670330.6920103,490985,1427037,25095771.484350286,511.1311238500216,290.76652942020974,Direct,0.03618612479805327,1580.4087662513737,6184318290.25273,3913113.127638193
Quantum Dynamics,QDYN,Technology,North America,2023-09-30,151261574.83728552,77968114.74662544,41517653.761188716,22681460.210511744,1265753940.8539493,716789768.8108541,548964172.0430952,305289198.0132957,750782,1154446,9001008.417710874,119.88844188740373,201.47192518726425,Enterprise,0.038242264726233016,623.8879579146462,4467751463.393605,7161143.9309185
Quantum Dynamics,QDYN,Technology,North America,2023-10-31,151463383.52185133,67655425.69617335,33101532.011734765,22569636.251310132,1599457290.7226713,565167633.97109,1034289656.7515813,466468866.4543034,392709,1034424,28769062.61498684,732.5796611482507,385.6885364969232,Online,0.1413676639549453,2310.2261312133296,6078430418.875731,2631097.5954909413
Quantum Dynamics,QDYN,Technology,North America,2023-11-30,157606352.95595172,113178213.441309,43081391.9779778,23655853.736225784,969257098.0708804,685543294.1679485,283713803.9029319,502228064.64089787,552269,1344952,28618174.35507896,518.192662544502,285.37944114610366,Direct,0.10561748887839852,1347.7275975348468,6829660021.276743,5067537.411691353
Quantum Dynamics,QDYN,Technology,North America,2023-12-31,165839153.1867655,102142394.96037652,48568491.25622412,32698536.69784015,1241726822.5213761,615574965.1436499,626151857.3777262,409929060.8176786,2073544,3973120,21795808.156360354,105.11379626552585,79.97860057586763,Partners,0.1415764973058865,971.5178739416157,6459984212.525388,6649372.477642761
Stellar Networks,STNK,Technology,Europe,2020-01-31,35722945.67483014,16456487.665503843,6988886.445148269,4015441.9368788963,364646399.3361059,115507660.59451921,249138738.7415867,79116376.38602446,90873,409570,3619172.4426008957,398.2670807171432,393.1064085833107,Partners,0.08510738920784325,263.51631208700536,1161947269.1382627,4409394.090012241
Stellar Networks,STNK,Technology,Europe,2020-02-29,36785821.399904,22658015.351030078,11205362.72256695,6977428.690237841,382689295.7601584,117141781.3037989,265547514.4563595,81908034.53523824,120815,466915,5144659.153894702,425.8295041091505,304.47875629533826,Enterprise,0.03542368035219959,176.29583017791288,1617700243.1510396,9176055.052002655
Stellar Networks,STNK,Technology,Europe,2020-03-31,37755820.04882408,24336710.45199438,7477310.055550391,5694997.289985401,435129331.207812,253491811.47160065,181637519.73621136,189694364.2425085,81173,310807,2751676.50064481,338.98913439749793,465.1247215297831,Enterprise,0.06242095176085908,680.9932547117807,1103409185.4326365,1620293.854304969
Stellar Networks,STNK,Technology,Europe,2020-04-30,43401102.566716135,33170355.065322053,11580577.415465733,6609867.1366540305,267291921.36500227,105088609.34470096,162203312.0203013,86040814.91551453,217586,488649,3650438.2280722563,167.76990376551137,199.46588569472252,Online,0.06586037854181823,1224.5713488781273,1828107154.149773,1492854.749398282
Stellar Networks,STNK,Technology,Europe,2020-05-31,41957454.19521255,25802082.236075632,17234300.774821922,10407859.699128289,311688182.51116586,208441666.5648717,103246515.94629416,130507197.25075172,277731,780356,2984373.0068595638,107.45552375714499,151.0721703229919,Enterprise,0.09086847357281659,912.8659532960653,2272689203.969799,2489619.856851764
Stellar Networks,STNK,Technology,Europe,2020-06-30,39213413.31404252,20039421.53801455,7776074.80232986,4384183.9075815985,337479096.32736194,265856129.72151974,71622966.6058422,167354969.85810795,130369,579167,5107957.171758245,391.80765149370205,300.78741600052155,Enterprise,0.08030730144637395,188.0022936182169,1195406033.1970272,6358465.155880394
Stellar Networks,STNK,Technology,Europe,2020-07-31,39668291.867693946,18893019.210626226,5944119.193906294,3813866.253724264,355185439.87045306,118225007.96046008,236960431.909993,93133382.51284617,156186,483795,4606060.386877522,294.9086593470299,253.97997563661244,Partners,0.07958167283497485,107.72946659395039,849792281.8163115,7888206.529596166
Stellar Networks,STNK,Technology,Europe,2020-08-31,40663732.25284879,28517413.957517345,11661362.072238617,8970259.319179958,353207181.7126882,247377439.5356524,105829742.17703581,220033751.82607937,95029,424587,4521712.45506689,475.824480428805,427.9049867554568,Direct,0.041076102670612916,532.5973823456732,1640225868.4454646,3079673.1692926427
Stellar Networks,STNK,Technology,Europe,2020-09-30,40302486.35513276,26643910.98407958,10531621.621683672,5579994.547464233,270115539.14358646,178582422.59496364,91533116.54862282,147839143.17817274,95143,246299,6053948.13286246,636.2998994001092,423.5989390551462,Direct,0.06689492315829308,368.71615573812585,1443859484.1960626,3915910.5499611967
Stellar Networks,STNK,Technology,Europe,2020-10-31,41987573.79347786,31039365.91528619,10836176.496258467,8267279.056714685,398902060.7891569,260073400.23240396,138828660.55675295,222443900.55994734,126796,297141,7296016.934521172,575.4138091518007,331.142571969463,Online,0.09264129195207307,558.2957442561433,1905224853.0071158,3412572.767405886
Stellar Networks,STNK,Technology,Europe,2020-11-30,39034537.5797081,30422789.53316833,18419244.204762604,9983855.742605438,432474408.79226124,235143082.28260934,197331326.5096519,199231116.8603681,95221,257178,2083288.7379871558,218.78458932243473,409.93486517629185,Partners,0.11383617219201315,285.94081316853413,2084397776.9591172,7289612.67844814
Stellar Networks,STNK,Technology,Europe,2020-12-31,38647945.948132165,21978374.726744827,7756398.872242058,5973758.83062573,380239864.6781188,243958827.96598825,136281036.71213058,197921830.32196125,134032,571005,4819924.975250275,359.6100166564906,288.3477553947865,Partners,0.08758492035221106,252.65677621889253,1733928753.7770617,6862783.495166778
Stellar Networks,STNK,Technology,Europe,2021-01-31,39812940.47718266,25488512.99886892,14426872.269219395,7972453.845526756,453902701.0090596,231211346.4784647,222691354.53059492,136777526.0935577,140427,166808,2983681.5032538134,212.47206756918635,283.5129673772769,Online,0.03581192889505485,942.1233128585561,1708100322.0150945,1813032.645198471
Stellar Networks,STNK,Technology,Europe,2021-02-28,42459578.379325576,24409050.263551805,16261442.82546053,11650671.023077711,393720565.5101414,304996974.14314467,88723591.3669967,182487218.94558385,88579,136412,5203983.549971085,587.4963083768258,479.3391214428349,Partners,0.014365638908579854,648.4542919910455,2179050498.4414067,3360376.398698426
Stellar Networks,STNK,Technology,Europe,2021-03-31,39609029.751684,28057645.666315418,9613652.105924852,5023530.601048119,399945099.5235921,219068191.7436595,180876907.77993262,163030810.7861768,161227,320133,6847028.698148806,424.68250963851,245.67230237168582,Direct,0.010327514687608957,101.79011423740542,988310195.6950054,9709294.493863778
Stellar Networks,STNK,Technology,Europe,2021-04-30,42250888.12476453,30546213.345129985,20919253.911155496,15417575.224464469,415491922.4951277,232945684.99936688,182546237.4957608,103277076.48487255,87807,354175,6161971.255809971,701.7631004145422,481.17685685176866,Direct,0.10222967133950042,450.65584879296694,3258462193.833414,7230489.080660672
Stellar Networks,STNK,Technology,Europe,2021-05-31,43891202.272036254,20726748.508145124,10926687.736469476,8464320.294475712,229885520.0472018,149129066.42790967,80756453.61929214,81823316.50753094,94191,460050,8411308.834459301,893.0055774393838,465.9782879194387,Partners,0.11430903673683084,1378.6128110226373,2059569691.9090781,1493943.5318182744
Stellar Networks,STNK,Technology,Europe,2021-06-30,45108158.74938349,29774404.322737068,13275778.64111389,8870917.215570401,377439504.51993316,280248521.94953114,97190982.57040203,186402418.61096388,181547,475279,6128582.274230976,337.5755189692463,248.46447278667273,Enterprise,0.08552878093254719,283.3624169732568,2299913461.2828617,8116508.4835506715
Stellar Networks,STNK,Technology,Europe,2021-07-31,42846846.05772131,17556937.035504952,11377589.568148442,5761393.17217783,476581685.7001251,269015381.1920784,207566304.5080467,233917979.91713864,104644,522355,4396376.577978575,420.1269616966643,409.4524560981494,Partners,0.022396077485906538,1076.9511077855034,1441360086.7682903,1338370.958856348
Stellar Networks,STNK,Technology,Europe,2021-08-31,44844256.73924895,25082063.376902472,8444622.427024623,5074467.6823025625,388245177.1621483,258624051.904269,129621125.25787929,103882345.61705458,172285,376961,7978836.9456802895,463.11849236325213,260.28984494194367,Partners,0.04270508514698739,1101.3631806434394,1518602183.6354182,1378838.706727257
Stellar Networks,STNK,Technology,Europe,2021-09-30,49098510.34499733,23925780.44647043,16269159.221886007,11972531.283801865,276222180.878882,140539190.55386877,135682990.32501322,117990963.89448436,103337,296536,6972563.333085035,674.7402511283505,475.1294100311346,Direct,0.11406939520510737,2121.1792019492336,3361809583.789475,1584877.6853460462
Stellar Networks,STNK,Technology,Europe,2021-10-31,47499105.474251926,34781552.81451481,12108693.44729586,6224880.805190936,365203250.6395091,116268286.66709588,248934963.97241318,102157401.34405415,112612,473317,6862038.472175035,609.3523312058248,421.79256310728465,Online,0.1337300238948796,257.75999525464937,2409996812.279643,9349770.548756916
Stellar Networks,STNK,Technology,Europe,2021-11-30,50213090.44303006,23176271.802754115,14516069.641015364,8235433.311822766,329735471.1659718,187450398.5182093,142285072.6477625,130553572.94900289,161436,220513,9119657.770473275,564.9085563612376,311.038793527015,Online,0.04821431247988409,440.55941550565836,2330599599.3745217,5290091.454973316
Stellar Networks,STNK,Technology,Europe,2021-12-31,53716398.68069645,28556741.20373278,19208286.331537127,13840795.720565353,374389156.5681682,159611287.56831428,214777868.99985394,64250098.46730438,147949,176818,6977243.324606028,471.5978698474493,363.07143178238755,Direct,0.04082564827297359,549.2009405917186,3926418141.616182,7149328.872936363
Stellar Networks,STNK,Technology,Europe,2022-01-31,61434848.79725965,44839599.697939694,19690130.170818634,13850132.975950995,550463847.6613054,238633858.81429276,311829988.84701264,200288975.58265746,150265,546034,10910046.427355448,726.0537335610719,408.8417097231177,Online,0.03245601474621009,1009.6031609958532,4044550939.032708,4006079.908707141
Stellar Networks,STNK,Technology,Europe,2022-02-28,60869576.788272165,41366738.876665555,15541012.873450434,11880966.645754,713951867.2047392,380347151.1059898,333604716.0987494,319315027.0040436,1163513,4979588,5130926.363189478,44.09857357149837,52.31532683962165,Online,0.032506385446763146,343.3097394417607,2870654152.7421694,8361703.217071559
Stellar Networks,STNK,Technology,Europe,2022-03-31,64414006.84139148,51046456.01021148,28214673.368468612,16306418.638139425,607941968.0855345,346522477.66659623,261419490.41893822,273725970.3289685,656339,2654308,8450472.707348503,128.75164674578994,98.14128747213128,Enterprise,0.12761701038377063,977.7960781741974,4428791327.595561,4529360.90300677
Stellar Networks,STNK,Technology,Europe,2022-04-30,60734203.61784761,28514793.02659441,17346736.05147683,13603125.954649642,374404689.78457344,256651474.37250853,117753215.41206491,193588614.5891778,230833,284312,3717186.077475692,161.03356441564645,263.10824979578985,Partners,0.13201515286133267,377.72410617441875,3687116362.953116,9761400.722596573
Stellar Networks,STNK,Technology,Europe,2022-05-31,66541515.72425848,44803610.30841334,21432303.529312275,12475486.694294889,797158807.8653065,409014731.772048,388144076.0932585,255917864.04961175,538228,2249383,10250875.79638456,190.45601113997338,123.63071953625114,Enterprise,0.12759260305414605,311.4589707525317,2477782259.495829,7955405.020151241
Stellar Networks,STNK,Technology,Europe,2022-06-30,67476740.98302177,52989124.4610217,16560210.217940545,11913100.91952178,766985953.8156573,558887360.1432196,208098593.67243767,493084094.332882,172115,476620,6531262.598417787,379.47085369768973,392.0423352971437,Partners,0.1351738885150788,716.6874194430857,2199937577.209295,3069591.4530197755
Stellar Networks,STNK,Technology,Europe,2022-07-31,71853782.68940046,42342281.79651483,29100892.122273974,16170133.46665872,796165935.8918297,547999760.8243423,248166175.06748748,430432397.56933755,167042,675533,10342133.97039855,619.1337490211175,430.15245265259944,Enterprise,0.0511835162680869,387.68346800087176,3569217274.533674,9206524.3146392
Stellar Networks,STNK,Technology,Europe,2022-08-31,71867685.32021192,28782485.784927595,15523284.13672662,10589859.234697625,483869292.03543776,280260159.88385564,203609132.15158212,143709022.14429668,587291,2117817,7106910.568183364,121.0117398050262,122.37146108518553,Partners,0.12165827408920632,609.3744781475652,2311514388.9507446,3793257.630312164
Stellar Networks,STNK,Technology,Europe,2022-09-30,71488724.17501205,45753371.05554101,19063829.791343372,13506619.811226645,787866990.5409248,543569523.0071613,244297467.53376353,228195602.20121977,268524,381229,6169959.615290499,229.7731158216956,266.228126266023,Direct,0.08992663025818298,2381.2600715735234,2774903155.6745243,1165308.73246486
Stellar Networks,STNK,Technology,Europe,2022-10-31,64064499.36113496,45506416.544683315,30784863.337435834,16061229.18114742,559904213.0499599,415038372.3490185,144865840.70094138,183137452.85913512,152160,369932,6298450.344740083,413.936011089648,421.03132110357524,Partners,0.08945571875661813,456.4508210550891,3288812482.317929,7205184.722235392
Stellar Networks,STNK,Technology,Europe,2022-11-30,66058045.93121706,45090580.76831149,14096869.276261525,11007733.1331705,354322079.7539582,202193245.56972307,152128834.18423516,152560922.0944565,149474,576423,11246990.876926491,752.4379408409817,441.93610568573854,Partners,0.0957161180233621,509.3743282186903,2730035532.627521,5359586.028166366
Stellar Networks,STNK,Technology,Europe,2022-12-31,64566125.667909384,46070062.72581997,22683126.689722747,11618892.510347962,396952306.0328255,206138764.82392815,190813541.20889738,157162931.81157893,203694,733538,7870083.8132611,386.36797417995126,316.97539173958046,Online,0.0406899582301262,243.89840992366356,2386006267.6699815,9782787.302372182
Stellar Networks,STNK,Technology,Europe,2023-01-31,65607225.18456936,40817234.69209463,23987501.51751271,13637768.295066606,785603051.0511563,618581156.4785056,167021894.57265067,448572070.1654853,469313,1746272,3990871.850608132,85.03646501605819,139.7941029181153,Online,0.038500959247913975,472.9010071830826,4049958111.943347,8564071.6564924
Stellar Networks,STNK,Technology,Europe,2023-02-28,73772424.51125659,54480796.57389528,30046482.23356872,21651648.02207736,765320090.6015477,422779992.5555103,342540098.04603744,283960292.63367206,262257,879146,4013896.155156154,153.05201215434303,281.2981405139262,Partners,0.07813365179945839,565.6011109321308,5011683494.888467,8860809.142734945
